0,-0.75,8,7
134,-0.8,8,7
249,-0.9,8,7
364,-0.98,8,7
479,-1.02,9,7
595,-0.32,8,7
709,-0.33,8,7
825,-0.33,8,7
940,-0.34,8,7
1055,-0.37,8,7
1170,-0.43,8,7
1286,-0.46,8,7
1401,-0.58,8,7
1516,-0.6,8,7
1631,-0.55,8,7
1747,-0.5,8,7
1861,-0.53,9,7
1977,-0.52,9,7
2092,-0.54,9,7
2207,-0.67,8,7
2322,-0.72,8,7
2441,-0.7,9,7
2557,-0.54,8,7
2671,-0.57,9,7
2787,-0.51,8,7
2902,-0.49,8,7
3017,-0.49,8,7
3132,-0.53,8,7
3248,-0.42,8,7
3364,-0.45,8,7
3478,-0.47,8,7
3594,-0.54,8,7
3709,-0.52,9,7
3824,-0.56,8,7
3939,-0.52,8,7
4055,-0.53,8,7
4170,-0.45,8,7
4285,-0.42,8,7
4401,-0.43,9,7
4516,-0.43,8,7
4631,-0.5,8,7
4746,-0.46,8,7
4865,-0.48,8,7
4980,-0.51,9,7
5095,-0.51,8,7
5211,-0.51,8,7
5327,-0.64,8,7
5441,-0.68,8,7
5557,-0.68,8,7
5672,-0.65,8,7
5787,-0.57,8,7
5902,-0.51,9,7
6018,-0.49,8,7
6132,-0.47,8,7
6248,-0.44,9,7
6364,-0.46,8,7
6479,-0.38,9,7
6594,-0.36,8,7
6709,-0.36,8,7
6825,-0.4,8,7
6939,-0.37,9,7
7055,-0.43,8,7
7174,-0.49,8,7
7289,-0.5,8,7
7404,-0.5,9,7
7520,-0.47,9,7
7635,-0.45,8,7
7750,-0.44,8,7
7865,-0.45,9,7
7981,-0.47,8,7
8095,-0.55,8,7
8211,-0.56,8,7
8326,-0.46,8,7
8442,-0.47,8,7
8557,-0.49,8,7
8672,-0.47,8,7
8788,-0.48,8,7
8902,-0.57,8,7
9018,-0.58,8,7
9133,-0.63,8,7
9248,-0.59,8,7
9363,-0.6,9,7
9479,-0.67,8,7
9598,-0.64,8,7
9712,-0.55,8,7
9828,-0.57,8,7
9944,-0.56,8,7
10058,-0.5,8,7
10174,-0.55,8,7
10289,-0.59,8,7
10405,-0.63,9,7
10519,-0.63,8,7
10635,-0.58,8,7
10751,-0.53,8,7
10865,-0.56,9,7
11018,-0.54,8,7
11134,-0.52,9,7
11249,-0.57,8,7
11364,-0.57,8,7
11480,-0.56,8,7
11594,-0.51,8,7
11710,-0.56,8,7
11826,-0.56,8,7
11945,-0.5,9,7
12059,-0.48,8,7
12175,-0.49,9,7
12290,-0.41,9,7
12405,-0.42,8,7
12520,-0.45,8,7
12636,-0.5,8,7
12752,-0.53,8,7
12866,-0.58,8,7
12982,-0.64,8,7
13097,-0.62,9,7
13212,-0.6,8,7
13328,-0.65,8,7
13443,-0.62,9,7
13558,-0.54,8,7
13673,-0.65,8,7
13789,-0.63,8,7
13905,-0.54,8,7
14026,-0.54,8,7
14145,-0.64,8,7
14261,-0.55,8,7
14376,-0.55,8,7
14491,-0.59,8,7
14607,-0.67,8,7
14722,-0.57,8,7
14837,-0.57,8,7
14952,-0.59,8,7
15068,-0.64,8,7
15184,-0.66,9,7
15298,-0.67,8,7
15414,-0.66,8,7
15529,-0.6,8,7
15644,-0.52,8,7
15759,-0.51,8,7
15875,-0.59,8,7
15990,-0.59,8,7
16105,-0.66,8,7
16221,-0.74,8,7
16336,-0.65,8,7
16454,-0.55,8,7
16570,-0.58,8,7
16685,-0.55,9,7
16800,-0.48,9,7
16916,-0.55,8,7
17031,-0.58,8,7
17147,-0.6,8,7
17261,-0.62,8,7
17377,-0.63,8,7
17493,-0.53,8,7
17607,-0.57,8,7
17723,-0.59,8,7
17838,-0.56,8,7
17953,-0.6,8,7
18068,-0.63,8,7
18184,-0.56,9,7
18300,-0.51,8,7
18414,-0.51,8,7
18530,-0.48,8,7
18645,-0.47,8,7
18763,-0.51,8,7
18879,-0.55,8,7
18994,-0.6,8,7
19110,-0.63,8,7
19225,-0.69,9,7
19340,-0.6,8,7
19456,-0.58,8,7
19570,-0.52,8,7
19686,-0.52,8,7
19801,-0.56,8,7
19916,-0.59,8,7
20032,-0.6,8,7
20147,-0.56,8,7
20263,-0.46,8,7
20377,-0.43,8,7
20493,-0.43,8,7
20608,-0.42,8,7
20723,-0.49,8,7
20839,-0.55,8,7
20954,-0.52,9,7
21066,-0.55,9,7
21182,-0.58,8,7
21298,-0.49,8,7
21413,-0.55,8,7
21528,-0.53,8,7
